grupo,split,hora,tempo_viagem_min,distancia_km,confianca_emocao,paradas,tempo_sem_parada_min,classe_imagem,emocao,decisao,origem
355,treino,11,318.96113949356015,313.508,0.5215487530589722,1,61.732,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
355,treino,11,318.96113949356015,310.932,0.5215487530589722,1,58.0,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
355,treino,11,318.96113949356015,309.477,0.5215487530589722,1,58.893,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
356,treino,18,337.93407248322995,280.572,0.4311840045142175,3,50.148,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
356,treino,18,337.93407248322995,277.992,0.4311840045142175,3,50.629,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
356,treino,18,337.93407248322995,280.363,0.4311840045142175,3,57.2,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
357,teste,5,260.0230255000899,51.49,0.41849896329444664,3,24.45,desconhecido,TRISTE,CONTINUAR,sintetico
357,teste,5,260.0230255000899,54.17,0.41849896329444664,3,23.302,desconhecido,TRISTE,CONTINUAR,sintetico
357,teste,5,260.0230255000899,46.017,0.41849896329444664,3,22.685,desconhecido,TRISTE,CONTINUAR,sintetico
358,treino,1,277.73241494345785,367.022,0.6892949471085015,1,48.873,posto de combustível,ANIMADO,AVALIAR ABASTECIMENTO,sintetico
358,treino,1,277.73241494345785,362.996,0.6892949471085015,1,52.363,posto de combustível,ANIMADO,AVALIAR ABASTECIMENTO,sintetico
358,treino,1,277.73241494345785,364.364,0.6892949471085015,1,50.942,posto de combustível,ANIMADO,AVALIAR ABASTECIMENTO,sintetico
359,treino,3,323.98237926295184,384.16,0.35211973915648603,2,164.297,estrada,IRRITADO,DESCANSAR,sintetico
359,treino,3,323.98237926295184,385.253,0.35211973915648603,2,161.157,estrada,IRRITADO,DESCANSAR,sintetico
359,treino,3,323.98237926295184,381.342,0.35211973915648603,2,162.817,estrada,IRRITADO,DESCANSAR,sintetico
360,teste,12,150.6037348275315,28.245,0.7100612625773535,1,5.935,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
360,teste,12,150.6037348275315,27.129,0.7100612625773535,1,7.941,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
360,teste,12,150.6037348275315,33.432,0.7100612625773535,1,7.783,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
361,teste,9,122.54443616968814,37.574,0.4153325874371391,1,85.568,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
361,teste,9,122.54443616968814,30.439,0.4153325874371391,1,89.652,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
361,teste,9,122.54443616968814,33.309,0.4153325874371391,1,90.942,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
362,treino,2,274.24690568223565,335.068,0.3889555199123891,3,190.768,posto de combustível,NEUTRO,DESCANSAR,sintetico
362,treino,2,274.24690568223565,337.57,0.3889555199123891,3,192.456,posto de combustível,NEUTRO,DESCANSAR,sintetico
362,treino,2,274.24690568223565,338.444,0.3889555199123891,3,186.59,posto de combustível,NEUTRO,DESCANSAR,sintetico
363,treino,23,352.6692307240322,215.057,0.4026018447443678,4,148.205,desconhecido,TRISTE,DESCANSAR,sintetico
363,treino,23,352.6692307240322,212.33,0.4026018447443678,4,151.841,desconhecido,TRISTE,DESCANSAR,sintetico
363,treino,23,352.6692307240322,215.85,0.4026018447443678,4,151.752,desconhecido,TRISTE,DESCANSAR,sintetico
364,treino,15,189.49555906549529,257.536,0.6455026722311095,1,129.29,ponto turístico,ANIMADO,DESCANSAR,sintetico
364,treino,15,189.49555906549529,247.983,0.6455026722311095,1,135.529,ponto turístico,ANIMADO,DESCANSAR,sintetico
364,treino,15,189.49555906549529,248.922,0.6455026722311095,1,137.755,ponto turístico,ANIMADO,DESCANSAR,sintetico
365,teste,12,359.64038757379643,163.161,0.550275354160294,4,57.78,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
365,teste,12,359.64038757379643,163.619,0.550275354160294,4,62.601,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
365,teste,12,359.64038757379643,168.287,0.550275354160294,4,58.24,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
366,treino,10,126.18336275665096,289.55,0.7195960057978905,0,82.75,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
366,treino,10,126.18336275665096,285.114,0.7195960057978905,0,79.363,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
366,treino,10,126.18336275665096,286.313,0.7195960057978905,0,82.611,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
367,teste,17,323.05465351018256,186.77,0.8384999740747499,0,183.059,ponto turístico,TRISTE,DESCANSAR,sintetico
367,teste,17,323.05465351018256,180.175,0.8384999740747499,0,183.281,ponto turístico,TRISTE,DESCANSAR,sintetico
367,teste,17,323.05465351018256,183.305,0.8384999740747499,0,186.669,ponto turístico,TRISTE,DESCANSAR,sintetico
368,teste,11,28.50562966773447,60.432,0.8544434921346894,2,22.909,natureza,desconhecido,CONTINUAR,sintetico
368,teste,11,28.50562966773447,60.674,0.8544434921346894,2,27.659,natureza,desconhecido,CONTINUAR,sintetico
368,teste,11,28.50562966773447,62.237,0.8544434921346894,2,26.066,natureza,desconhecido,CONTINUAR,sintetico
369,treino,10,256.99320525845894,106.625,0.4020786709951807,1,213.416,restaurante,IRRITADO,DESCANSAR,sintetico
369,treino,10,256.99320525845894,105.349,0.4020786709951807,1,211.907,restaurante,IRRITADO,DESCANSAR,sintetico
369,treino,10,256.99320525845894,103.973,0.4020786709951807,1,210.186,restaurante,IRRITADO,DESCANSAR,sintetico
370,treino,14,162.53980301043478,10.21,0.6395979146880915,4,68.675,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
370,treino,14,162.53980301043478,6.407,0.6395979146880915,4,69.638,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
370,treino,14,162.53980301043478,13.195,0.6395979146880915,4,70.3,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
371,treino,21,357.41572217728634,83.945,0.37193152215794506,3,84.853,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
371,treino,21,357.41572217728634,77.946,0.37193152215794506,3,83.579,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
371,treino,21,357.41572217728634,77.536,0.37193152215794506,3,84.116,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
372,treino,21,269.67192743666976,6.759,0.8050962924009988,1,50.116,restaurante,ANIMADO,CONTINUAR,sintetico
372,treino,21,269.67192743666976,8.403,0.8050962924009988,1,48.101,restaurante,ANIMADO,CONTINUAR,sintetico
372,treino,21,269.67192743666976,5.485,0.8050962924009988,1,49.661,restaurante,ANIMADO,CONTINUAR,sintetico
373,treino,0,345.1958093505014,220.266,0.41142517569621223,4,111.983,restaurante,desconhecido,CONTINUAR,sintetico
373,treino,0,345.1958093505014,221.683,0.41142517569621223,4,107.388,restaurante,desconhecido,CONTINUAR,sintetico
373,treino,0,345.1958093505014,219.563,0.41142517569621223,4,111.072,restaurante,desconhecido,CONTINUAR,sintetico
374,treino,10,196.90487122159385,19.555,0.3673956117215852,0,7.383,estrada,IRRITADO,CONTINUAR,sintetico
374,treino,10,196.90487122159385,21.252,0.3673956117215852,0,11.521,estrada,IRRITADO,CONTINUAR,sintetico
374,treino,10,196.90487122159385,23.652,0.3673956117215852,0,12.587,estrada,IRRITADO,CONTINUAR,sintetico
375,treino,11,131.2466311150523,137.13,0.46888828298255203,4,72.839,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
375,treino,11,131.2466311150523,132.489,0.46888828298255203,4,75.001,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
375,treino,11,131.2466311150523,135.035,0.46888828298255203,4,72.811,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
376,treino,7,341.3441359210538,61.313,0.8874205169839058,2,70.523,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
376,treino,7,341.3441359210538,52.791,0.8874205169839058,2,70.743,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
376,treino,7,341.3441359210538,56.003,0.8874205169839058,2,70.603,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
377,teste,5,105.2013659672382,142.414,0.6948069548341362,4,84.266,estrada,IRRITADO,DESCANSAR,sintetico
377,teste,5,105.2013659672382,140.941,0.6948069548341362,4,88.932,estrada,IRRITADO,DESCANSAR,sintetico
377,teste,5,105.2013659672382,139.774,0.6948069548341362,4,85.016,estrada,IRRITADO,DESCANSAR,sintetico
378,treino,13,89.69422858514314,100.616,0.4454121737505125,3,31.47,natureza,NEUTRO,CONTINUAR,sintetico
378,treino,13,89.69422858514314,100.32,0.4454121737505125,3,29.914,natureza,NEUTRO,CONTINUAR,sintetico
378,treino,13,89.69422858514314,100.35,0.4454121737505125,3,31.005,natureza,NEUTRO,CONTINUAR,sintetico
379,treino,7,66.44533690234532,267.471,0.7936202269682135,4,39.897,natureza,NEUTRO,CONTINUAR,sintetico
379,treino,7,66.44533690234532,271.062,0.7936202269682135,4,36.108,natureza,NEUTRO,CONTINUAR,sintetico
379,treino,7,66.44533690234532,272.401,0.7936202269682135,4,35.043,natureza,NEUTRO,CONTINUAR,sintetico
380,treino,12,248.35558208818497,242.595,0.8419194372545674,2,81.215,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
380,treino,12,248.35558208818497,233.564,0.8419194372545674,2,76.321,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
380,treino,12,248.35558208818497,235.054,0.8419194372545674,2,80.166,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
381,teste,12,223.52811902884878,183.231,0.47339700914107313,2,84.843,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
381,teste,12,223.52811902884878,183.015,0.47339700914107313,2,87.568,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
381,teste,12,223.52811902884878,179.691,0.47339700914107313,2,83.78,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
382,teste,16,148.49008270286802,51.623,0.5265107977200025,2,4.912,ponto turístico,NEUTRO,CONTINUAR,sintetico
382,teste,16,148.49008270286802,47.119,0.5265107977200025,2,0,ponto turístico,NEUTRO,CONTINUAR,sintetico
382,teste,16,148.49008270286802,46.334,0.5265107977200025,2,0,ponto turístico,NEUTRO,CONTINUAR,sintetico
383,teste,18,144.96525490247512,123.985,0.5796737689049511,3,27.01,natureza,desconhecido,CONTINUAR,sintetico
383,teste,18,144.96525490247512,127.805,0.5796737689049511,3,34.052,natureza,desconhecido,CONTINUAR,sintetico
383,teste,18,144.96525490247512,125.854,0.5796737689049511,3,29.791,natureza,desconhecido,CONTINUAR,sintetico
384,treino,9,359.09689526871716,271.875,0.4305664688867453,0,53.288,desconhecido,NEUTRO,CONTINUAR,sintetico
384,treino,9,359.09689526871716,272.776,0.4305664688867453,0,48.066,desconhecido,NEUTRO,CONTINUAR,sintetico
384,treino,9,359.09689526871716,264.399,0.4305664688867453,0,54.768,desconhecido,NEUTRO,CONTINUAR,sintetico
385,treino,14,322.22177654556623,275.414,0.9081866074757464,4,33.872,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
385,treino,14,322.22177654556623,273.231,0.9081866074757464,4,34.606,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
385,treino,14,322.22177654556623,280.465,0.9081866074757464,4,36.746,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
386,treino,8,150.8474238509713,223.084,0.57018201515136,0,48.025,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
386,treino,8,150.8474238509713,220.768,0.57018201515136,0,52.488,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
386,treino,8,150.8474238509713,222.06,0.57018201515136,0,54.73,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
387,treino,8,170.05239619699933,32.931,0.8839492869827327,0,108.933,posto de combustível,IRRITADO,DESCANSAR,sintetico
387,treino,8,170.05239619699933,33.135,0.8839492869827327,0,107.638,posto de combustível,IRRITADO,DESCANSAR,sintetico
387,treino,8,170.05239619699933,32.09,0.8839492869827327,0,108.376,posto de combustível,IRRITADO,DESCANSAR,sintetico
388,teste,10,194.9368078736747,8.919,0.6224208631187518,3,85.054,ponto turístico,TRISTE,CONTINUAR,sintetico
388,teste,10,194.9368078736747,2.205,0.6224208631187518,3,77.425,ponto turístico,TRISTE,CONTINUAR,sintetico
388,teste,10,194.9368078736747,8.542,0.6224208631187518,3,84.566,ponto turístico,TRISTE,CONTINUAR,sintetico
389,treino,23,283.68265207943114,109.081,0.7275800323776626,4,17.733,posto de combustível,desconhecido,CONTINUAR,sintetico
389,treino,23,283.68265207943114,105.42,0.7275800323776626,4,12.512,posto de combustível,desconhecido,CONTINUAR,sintetico
389,treino,23,283.68265207943114,100.002,0.7275800323776626,4,14.7,posto de combustível,desconhecido,CONTINUAR,sintetico
390,treino,12,94.47809593417686,245.017,0.5151302688920127,2,56.078,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
390,treino,12,94.47809593417686,249.144,0.5151302688920127,2,56.686,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
390,treino,12,94.47809593417686,243.127,0.5151302688920127,2,59.598,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
391,treino,1,126.7110383461821,36.021,0.4370421510735635,1,56.133,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
391,treino,1,126.7110383461821,34.538,0.4370421510735635,1,62.878,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
391,treino,1,126.7110383461821,29.304,0.4370421510735635,1,57.104,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
392,treino,3,23.645734932259764,187.441,0.6357391654016098,3,4.426,desconhecido,desconhecido,CONTINUAR,sintetico
392,treino,3,23.645734932259764,183.232,0.6357391654016098,3,5.83,desconhecido,desconhecido,CONTINUAR,sintetico
392,treino,3,23.645734932259764,184.953,0.6357391654016098,3,3.413,desconhecido,desconhecido,CONTINUAR,sintetico
393,teste,14,140.6114536215749,130.837,0.6681520537266565,0,88.947,estrada,desconhecido,CONTINUAR,sintetico
393,teste,14,140.6114536215749,130.456,0.6681520537266565,0,93.213,estrada,desconhecido,CONTINUAR,sintetico
393,teste,14,140.6114536215749,124.625,0.6681520537266565,0,87.3,estrada,desconhecido,CONTINUAR,sintetico
394,teste,3,95.647091212063,233.87,0.6266651560656027,1,75.473,desconhecido,desconhecido,CONTINUAR,sintetico
394,teste,3,95.647091212063,238.603,0.6266651560656027,1,71.829,desconhecido,desconhecido,CONTINUAR,sintetico
394,teste,3,95.647091212063,228.777,0.6266651560656027,1,68.781,desconhecido,desconhecido,CONTINUAR,sintetico
395,teste,13,9.246300913343648,34.317,0.41234437086656484,3,5.166,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
395,teste,13,9.246300913343648,43.465,0.41234437086656484,3,9.246,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
395,teste,13,9.246300913343648,42.434,0.41234437086656484,3,9.246,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
396,treino,20,48.23549659078313,385.075,0.40183182443577414,4,45.769,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
396,treino,20,48.23549659078313,382.788,0.40183182443577414,4,48.235,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
396,treino,20,48.23549659078313,384.506,0.40183182443577414,4,48.235,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
397,treino,8,278.122491103255,274.661,0.750547521277728,2,212.763,restaurante,ANIMADO,DESCANSAR,sintetico
397,treino,8,278.122491103255,275.775,0.750547521277728,2,222.099,restaurante,ANIMADO,DESCANSAR,sintetico
397,treino,8,278.122491103255,274.471,0.750547521277728,2,220.267,restaurante,ANIMADO,DESCANSAR,sintetico
398,teste,5,161.404065636072,192.773,0.9071517789393773,4,104.59,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
398,teste,5,161.404065636072,196.001,0.9071517789393773,4,105.323,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
398,teste,5,161.404065636072,192.751,0.9071517789393773,4,103.599,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
399,treino,8,41.666926163253315,25.656,0.6928067359069517,2,38.758,natureza,NEUTRO,CONTINUAR,sintetico
399,treino,8,41.666926163253315,33.497,0.6928067359069517,2,39.001,natureza,NEUTRO,CONTINUAR,sintetico
399,treino,8,41.666926163253315,26.832,0.6928067359069517,2,39.355,natureza,NEUTRO,CONTINUAR,sintetico
400,treino,11,208.9972893619152,201.186,0.9139466439380822,3,53.153,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
400,treino,11,208.9972893619152,209.333,0.9139466439380822,3,48.432,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
400,treino,11,208.9972893619152,206.826,0.9139466439380822,3,52.962,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
401,treino,11,123.37109805682066,120.728,0.38311680390956626,0,9.906,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
401,treino,11,123.37109805682066,122.609,0.38311680390956626,0,4.007,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
401,treino,11,123.37109805682066,116.525,0.38311680390956626,0,6.083,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
402,treino,6,111.09897253690815,155.422,0.4140608100471663,2,95.241,natureza,NEUTRO,CONTINUAR,sintetico
402,treino,6,111.09897253690815,151.399,0.4140608100471663,2,93.6,natureza,NEUTRO,CONTINUAR,sintetico
402,treino,6,111.09897253690815,161.006,0.4140608100471663,2,95.731,natureza,NEUTRO,CONTINUAR,sintetico
403,treino,12,27.36238394992355,211.781,0.5346385277793593,4,3.891,natureza,NEUTRO,CONTINUAR,sintetico
403,treino,12,27.36238394992355,211.649,0.5346385277793593,4,0,natureza,NEUTRO,CONTINUAR,sintetico
403,treino,12,27.36238394992355,219.292,0.5346385277793593,4,2.687,natureza,NEUTRO,CONTINUAR,sintetico
404,treino,14,338.73187531320474,344.496,0.6719368360144806,4,14.03,posto de combustível,NEUTRO,AVALIAR ABASTECIMENTO,sintetico
404,treino,14,338.73187531320474,347.792,0.6719368360144806,4,16.672,posto de combustível,NEUTRO,AVALIAR ABASTECIMENTO,sintetico
404,treino,14,338.73187531320474,343.538,0.6719368360144806,4,14.505,posto de combustível,NEUTRO,AVALIAR ABASTECIMENTO,sintetico
405,treino,11,10.099647761496875,249.128,0.8927974103719174,0,10.071,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
405,treino,11,10.099647761496875,256.056,0.8927974103719174,0,7.305,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
405,treino,11,10.099647761496875,256.109,0.8927974103719174,0,9.362,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
406,treino,23,245.8312322401483,130.625,0.9355119616572038,4,67.136,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
406,treino,23,245.8312322401483,125.901,0.9355119616572038,4,65.193,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
406,treino,23,245.8312322401483,128.846,0.9355119616572038,4,70.743,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
407,treino,17,63.57717499676888,94.035,0.6991914810569535,1,27.71,estrada,desconhecido,CONTINUAR,sintetico
407,treino,17,63.57717499676888,93.265,0.6991914810569535,1,18.986,estrada,desconhecido,CONTINUAR,sintetico
407,treino,17,63.57717499676888,101.719,0.6991914810569535,1,25.981,estrada,desconhecido,CONTINUAR,sintetico
408,treino,18,319.8548753986112,167.887,0.8344470819484027,3,66.172,desconhecido,ANIMADO,CONTINUAR,sintetico
408,treino,18,319.8548753986112,165.609,0.8344470819484027,3,70.322,desconhecido,ANIMADO,CONTINUAR,sintetico
408,treino,18,319.8548753986112,167.594,0.8344470819484027,3,61.318,desconhecido,ANIMADO,CONTINUAR,sintetico
409,teste,5,259.6055582349011,242.176,0.4028127161883934,2,0,restaurante,IRRITADO,CONTINUAR,sintetico
409,teste,5,259.6055582349011,245.122,0.4028127161883934,2,0,restaurante,IRRITADO,CONTINUAR,sintetico
409,teste,5,259.6055582349011,243.439,0.4028127161883934,2,3.798,restaurante,IRRITADO,CONTINUAR,sintetico
410,treino,12,185.17696859570611,190.372,0.7258785470992051,1,61.416,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
410,treino,12,185.17696859570611,182.45,0.7258785470992051,1,63.373,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
410,treino,12,185.17696859570611,181.118,0.7258785470992051,1,63.121,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
411,treino,9,79.40436224869215,95.843,0.7200916102758959,3,14.373,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
411,treino,9,79.40436224869215,96.261,0.7200916102758959,3,11.577,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
411,treino,9,79.40436224869215,100.001,0.7200916102758959,3,15.022,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
412,treino,13,75.5567454190239,273.118,0.5454109753522123,0,11.108,restaurante,ANIMADO,ALIMENTAR-SE,sintetico
412,treino,13,75.5567454190239,269.496,0.5454109753522123,0,4.616,restaurante,ANIMADO,ALIMENTAR-SE,sintetico
412,treino,13,75.5567454190239,270.451,0.5454109753522123,0,7.253,restaurante,ANIMADO,ALIMENTAR-SE,sintetico
413,treino,13,56.45415154649787,368.096,0.6229945235463712,3,24.427,restaurante,ANIMADO,ALIMENTAR-SE,sintetico
413,treino,13,56.45415154649787,368.852,0.6229945235463712,3,24.2,restaurante,ANIMADO,ALIMENTAR-SE,sintetico
413,treino,13,56.45415154649787,366.476,0.6229945235463712,3,26.528,restaurante,ANIMADO,ALIMENTAR-SE,sintetico
414,treino,8,53.45803226861199,341.697,0.6251473549823038,1,50.281,restaurante,ANIMADO,CONTINUAR,sintetico
414,treino,8,53.45803226861199,342.041,0.6251473549823038,1,48.501,restaurante,ANIMADO,CONTINUAR,sintetico
414,treino,8,53.45803226861199,337.36,0.6251473549823038,1,52.087,restaurante,ANIMADO,CONTINUAR,sintetico
415,treino,13,35.6983879666934,342.071,0.6435280391374187,1,5.031,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
415,treino,13,35.6983879666934,340.268,0.6435280391374187,1,0.648,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
415,treino,13,35.6983879666934,340.014,0.6435280391374187,1,5.58,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
416,treino,4,329.38292588043043,358.244,0.6006631120153547,0,41.41,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
416,treino,4,329.38292588043043,361.267,0.6006631120153547,0,34.293,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
416,treino,4,329.38292588043043,359.254,0.6006631120153547,0,34.144,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
417,treino,0,251.07174284595348,158.555,0.4808038911195635,2,162.402,restaurante,ANIMADO,DESCANSAR,sintetico
417,treino,0,251.07174284595348,160.696,0.4808038911195635,2,164.637,restaurante,ANIMADO,DESCANSAR,sintetico
417,treino,0,251.07174284595348,166.226,0.4808038911195635,2,165.077,restaurante,ANIMADO,DESCANSAR,sintetico
418,treino,0,351.62937634787323,187.543,0.4331743488052444,3,215.419,posto de combustível,TRISTE,DESCANSAR,sintetico
418,treino,0,351.62937634787323,186.777,0.4331743488052444,3,219.254,posto de combustível,TRISTE,DESCANSAR,sintetico
418,treino,0,351.62937634787323,187.412,0.4331743488052444,3,220.714,posto de combustível,TRISTE,DESCANSAR,sintetico
419,treino,9,156.19529982861312,103.725,0.9176572961174007,4,126.842,ponto turístico,ANIMADO,DESCANSAR,sintetico
419,treino,9,156.19529982861312,110.273,0.9176572961174007,4,118.582,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
419,treino,9,156.19529982861312,112.369,0.9176572961174007,4,124.78,ponto turístico,ANIMADO,DESCANSAR,sintetico
420,treino,11,44.39312302283212,148.972,0.7214800702372536,2,40.777,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
420,treino,11,44.39312302283212,144.586,0.7214800702372536,2,44.393,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
420,treino,11,44.39312302283212,147.727,0.7214800702372536,2,44.393,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
421,treino,18,314.25164081515237,276.771,0.8019040990398081,1,23.395,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
421,treino,18,314.25164081515237,281.0,0.8019040990398081,1,25.21,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
421,treino,18,314.25164081515237,277.365,0.8019040990398081,1,27.041,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
422,teste,21,298.0095513847745,363.62,0.6211870295745936,2,52.004,desconhecido,NEUTRO,CONTINUAR,sintetico
422,teste,21,298.0095513847745,358.687,0.6211870295745936,2,52.919,desconhecido,NEUTRO,CONTINUAR,sintetico
422,teste,21,298.0095513847745,364.363,0.6211870295745936,2,51.901,desconhecido,NEUTRO,CONTINUAR,sintetico
423,teste,5,102.9596713540608,283.529,0.6477972409896466,1,30.599,ponto turístico,NEUTRO,CONTINUAR,sintetico
423,teste,5,102.9596713540608,275.153,0.6477972409896466,1,28.652,ponto turístico,NEUTRO,CONTINUAR,sintetico
423,teste,5,102.9596713540608,278.271,0.6477972409896466,1,31.631,ponto turístico,NEUTRO,CONTINUAR,sintetico
424,treino,9,72.11653383334783,7.243,0.8311934615626695,4,31.15,desconhecido,TRISTE,CONTINUAR,sintetico
424,treino,9,72.11653383334783,7.078,0.8311934615626695,4,30.623,desconhecido,TRISTE,CONTINUAR,sintetico
424,treino,9,72.11653383334783,10.783,0.8311934615626695,4,33.109,desconhecido,TRISTE,CONTINUAR,sintetico
425,teste,13,167.59251768104158,229.598,0.8889691537142467,2,82.838,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
425,teste,13,167.59251768104158,225.432,0.8889691537142467,2,86.924,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
425,teste,13,167.59251768104158,223.564,0.8889691537142467,2,91.606,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
426,treino,22,195.0374233444224,72.321,0.4552156068652794,1,50.404,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
426,treino,22,195.0374233444224,69.964,0.4552156068652794,1,53.779,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
426,treino,22,195.0374233444224,74.568,0.4552156068652794,1,56.487,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
427,treino,4,137.3848022832895,215.941,0.44755856484313133,2,52.035,estrada,NEUTRO,CONTINUAR,sintetico
427,treino,4,137.3848022832895,215.527,0.44755856484313133,2,53.783,estrada,NEUTRO,CONTINUAR,sintetico
427,treino,4,137.3848022832895,210.99,0.44755856484313133,2,57.966,estrada,NEUTRO,CONTINUAR,sintetico
428,teste,16,122.60462935843766,284.466,0.634346404206652,2,102.255,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
428,teste,16,122.60462935843766,280.567,0.634346404206652,2,94.155,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
